# File: A_Shareweights.csv,,,,,,,,,,,,,,,,,,,,
# Title: Shareweight Overwrites,,,,,,,,,,,,,,,,,,,,
# Units: NA,,,,,,,,,,,,,,,,,,,,
# Comments: Will write the last year forward to 2100,,,,,,,,,,,,,,,,,,,,
# Column types: cccccnnnnnnnnnnnnnnnn,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,
xml,region,supplysector,subsector,stub.technology,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
policy_coalPhaseout_eu.xml,Netherlands,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Netherlands,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Poland,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Poland,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Portugal,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Portugal,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Romania,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Romania,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovakia,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Slovakia,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Slovenia,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Slovenia,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Spain,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Spain,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Sweden,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Sweden,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
