# File: OutputsByTech.csv,,,,,,,,,,
# Title: Outputs by tech used for GDP intensity policies,,,,,,,,,,
# Comments: Heavily filtered; could be even more filtered to just the needed sectors,,,,,,,,,,
# Updated August 17th with IAMCOMPACT reference scenario,,,,,,,,,,
# Units: EJ,,,,,,,,,,
# Column types: cccccnnnnnc,,,,,,,,,,
# ----------,,,,,,,,,,
region,sector,subsector,output,technology,1990,2005,2010,2015,2021,Units
Australia_NZ,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (recirculating),0.247266,0.378784,0.368221,0.324059,0.289656,EJ
Australia_NZ,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (seawater),0.106626,0.163339,0.158784,0.139741,0.124905,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (cooling pond),0.111218,0.499022,0.816404,1.03546,1.3652,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (dry cooling),0.0746525,0.573756,2.33562,2.96163,3.90236,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (once through),0.286434,1.24991,1.17464,1.48795,1.95522,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (recirculating),1.11078,4.65466,7.06279,8.95375,11.7906,EJ
China,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (seawater),0.108075,0.248851,0.359138,0.442988,0.540113,EJ
Russia,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (once through),0.183828,0.185564,0.187281,0.177027,0.206082,EJ
Russia,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (recirculating),0.341878,0.345106,0.3483,0.32923,0.383265,EJ
Russia,elec_coal (conv pul),coal (conv pul),elec_coal (conv pul),coal (conv pul) (seawater),0.0204253,0.0206181,0.020809,0.0196696,0.022898,EJ
Australia_NZ,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (dry cooling),0,0,0,0,0,EJ
Australia_NZ,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (once through),0.00665322,0.00955366,0.00663698,0.0033829,0.00275853,EJ
Australia_NZ,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (recirculating),0.0196399,0.0282018,0.019592,0.00998611,0.0081429,EJ
Australia_NZ,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (seawater),0.012915,0.0185453,0.0128836,0.00656681,0.00535477,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (cooling pond),4.84E-04,0.00123959,0,0.00687026,0.012532,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (dry cooling),5.60E-04,0.00201838,0,0.00826706,0.0150568,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (once through),0.001202,0.00415025,0,0.0176419,0.032138,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (recirculating),0.00448259,0.0191323,0,0.0677215,0.123226,EJ
China,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (seawater),1.80E-04,0.00761511,0,0.00632887,0.0112595,EJ
Russia,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (once through),0,0.00E+00,0.00E+00,0,0,EJ
Russia,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (recirculating),0,0,0,0,0,EJ
Russia,elec_gas (CC),gas (CC),elec_gas (CC),gas (CC) (seawater),0,0,0,0,0,EJ
Australia_NZ,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (dry cooling),0,0,0,0,0,EJ
Australia_NZ,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (once through),0.0111934,0.0178052,0.0477757,0.0598518,0.0511797,EJ
Australia_NZ,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (recirculating),0,0,0,0,0,EJ
Australia_NZ,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (seawater),0.0217283,0.034563,0.0927411,0.116183,0.0993489,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (cooling pond),2.15E-04,0.00182018,0.0196719,0.0297567,0.0549963,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (dry cooling),2.49E-04,0.00296376,0.0246282,0.0358066,0.0660759,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (once through),5.34E-04,0.00609432,0.0522715,0.0764113,0.141036,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (recirculating),0.00199054,0.0280939,0.206467,0.293317,0.540773,EJ
China,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (seawater),7.98E-05,0.0111821,0.0298794,0.0274119,0.0494119,EJ
Russia,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (once through),0.568993,0.503183,0.585384,0.591585,0.580099,EJ
Russia,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (recirculating),1.0582,0.935807,1.08868,1.10022,1.07885,EJ
Russia,elec_gas (steam/CT),gas (steam/CT),elec_gas (steam/CT),gas (steam/CT) (seawater),0.0632214,0.0559093,0.0650427,0.0657317,0.0644555,EJ
Australia_NZ,elec_geothermal,geothermal,elec_geothermal,geothermal (dry_hybrid),0.00298661,0.00445968,0.00840804,0.011727,0.0120857,EJ
Australia_NZ,elec_geothermal,geothermal,elec_geothermal,geothermal (recirculating),0.00447981,0.00668947,0.012612,0.0175904,0.0181286,EJ
China,elec_geothermal,geothermal,elec_geothermal,geothermal (dry_hybrid),8.21E-05,1.68E-04,1.88E-04,1.88E-04,1.88E-04,EJ
China,elec_geothermal,geothermal,elec_geothermal,geothermal (recirculating),1.23E-04,2.52E-04,2.82E-04,2.82E-04,2.81E-04,EJ
Russia,elec_geothermal,geothermal,elec_geothermal,geothermal (dry_hybrid),4.03E-05,5.90E-04,7.27E-04,6.58E-04,6.19E-04,EJ
Russia,elec_geothermal,geothermal,elec_geothermal,geothermal (recirculating),6.05E-05,8.86E-04,0.00109075,9.87E-04,9.29E-04,EJ
Australia_NZ,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (dry cooling),0,0,0,0,0,EJ
Australia_NZ,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (once through),0,0,0,0,0,EJ
Australia_NZ,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (recirculating),0,0,0,0,0,EJ
Australia_NZ,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (seawater),0,0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (dry cooling),0,0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (once through),0,0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (recirculating),0,0,0,0,0,EJ
China,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (seawater),0,0,0,0,0,EJ
Russia,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (once through),0,0,0,0,0,EJ
Russia,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (recirculating),0,0,0,0,0,EJ
Russia,elec_refined liquids (CC),refined liquids (CC),elec_refined liquids (CC),refined liquids (CC) (seawater),0,0,0,0,0,EJ
Australia_NZ,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),0,0,0,0,0,EJ
Australia_NZ,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (once through),0.00435991,0.00348228,0.00711376,0.00816624,0.00562169,EJ
Australia_NZ,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),0,0,0,0,0,EJ
Australia_NZ,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (seawater),0.00846333,0.00675967,0.013809,0.0158522,0.0109128,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (cooling pond),0.0126922,0.0127291,0.0037437,0.0024391,0.00287459,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),1.48E-02,0.0147787,0.0043597,0.00286699,0.00336638,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (once through),0.0316849,0.031698,0.00934689,0.00613849,0.00721147,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),0.118627,0.118407,0.034998,0.0231508,0.0271202,EJ
China,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (seawater),0.0056223,0.00510993,0.0016656,0.0014118,0.00151059,EJ
Russia,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (once through),1.56E-01,2.17E-02,8.66E-03,8.60E-03,0.00698576,EJ
Russia,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),2.90E-01,0.0403205,0.0160989,0.0159927,0.0129919,EJ
Russia,elec_refined liquids (steam/CT),refined liquids (steam/CT),elec_refined liquids (steam/CT),refined liquids (steam/CT) (seawater),0.0173207,0.00240895,9.62E-04,9.55E-04,7.76E-04,EJ
Australia_NZ,elect_td_bld,elect_td_bld,elect_td_bld,elect_td_bld,0.296462,0.469399,0.519589,0.537623,0.549707,EJ
Australia_NZ,elect_td_bld,rooftop_pv,elect_td_bld,rooftop_pv,0,0,0,0,0,EJ
China,elect_td_bld,elect_td_bld,elect_td_bld,elect_td_bld,0.323163,2.07721,3.56592,5.48707,9.99433,EJ
China,elect_td_bld,rooftop_pv,elect_td_bld,rooftop_pv,0,0,0,0,0,EJ
Russia,elect_td_bld,elect_td_bld,elect_td_bld,elect_td_bld,0.63136,0.804454,1.08923,1.1118,1.25575,EJ
Russia,elect_td_bld,rooftop_pv,elect_td_bld,rooftop_pv,0,0,0,0,0,EJ
Australia_NZ,elect_td_en,elect_td_en,elect_td_en,elect_td_en,0.00489744,0.00768074,0.00782932,0.00599843,0.0044501,EJ
China,elect_td_en,elect_td_en,elect_td_en,elect_td_en,0.0301807,0.113562,0.204755,0.282303,0.516311,EJ
Russia,elect_td_en,elect_td_en,elect_td_en,elect_td_en,0.0525331,0.0597739,6.44E-02,7.79E-02,0.0939312,EJ
Australia_NZ,elect_td_h2,elect_td_h2,elect_td_h2,elect_td_h2,0,0,0.00E+00,0.00E+00,0,EJ
China,elect_td_h2,elect_td_h2,elect_td_h2,elect_td_h2,0,0,0,0,0,EJ
Russia,elect_td_h2,elect_td_h2,elect_td_h2,elect_td_h2,0,0,0,0,0,EJ
Australia_NZ,elect_td_ind,elect_td_ind,elect_td_ind,elect_td_ind,0.280894,0.363726,0.406739,0.398421,0.428987,EJ
China,elect_td_ind,elect_td_ind,elect_td_ind,elect_td_ind,1.63389,5.5284,9.30807,12.4912,16.6078,EJ
Russia,elect_td_ind,elect_td_ind,elect_td_ind,elect_td_ind,2.4061,1.70659,1.73273,1.78382,1.98012,EJ
Australia_NZ,elect_td_trn,elect_td_trn,elect_td_trn,elect_td_trn,0.00672,0.0126891,0.0132584,0.0205458,0.0228769,EJ
China,elect_td_trn,elect_td_trn,elect_td_trn,elect_td_trn,0.022601,0.0726358,0.144189,0.259833,0.547021,EJ
Russia,elect_td_trn,elect_td_trn,elect_td_trn,elect_td_trn,0.242683,0.209363,0.216444,0.225065,0.220934,EJ
Australia_NZ,electricity,biomass,electricity,biomass (IGCC),0,0,0,0,0,EJ
Australia_NZ,electricity,biomass,electricity,biomass (conv),0,0.00187919,6.55E-04,0.00136076,0.00167757,EJ
Australia_NZ,electricity,coal,electricity,coal (IGCC),0,0,0,0,0,EJ
Australia_NZ,electricity,coal,electricity,coal (conv pul),0.439003,0.672505,0.653751,0.575345,0.514265,EJ
Australia_NZ,electricity,gas,electricity,gas (CC),0.0392081,0.0563008,0.0391125,0.0199358,0.0162562,EJ
Australia_NZ,electricity,gas,electricity,gas (steam/CT),0.0329217,0.0523683,0.140517,0.176035,0.150529,EJ
Australia_NZ,electricity,geothermal,electricity,geothermal,0.00746642,0.0111491,0.02102,0.0293175,0.0302142,EJ
Australia_NZ,electricity,hydro,electricity,hydro,1.34E-01,0.139082,0.137614,0.136267,0.140375,EJ
Australia_NZ,electricity,nuclear,electricity,Gen_III,0.00E+00,0,0,0,0,EJ
Australia_NZ,electricity,refined liquids,electricity,refined liquids (CC),0.00E+00,0,0,0,0,EJ
Australia_NZ,electricity,refined liquids,electricity,refined liquids (steam/CT),1.28E-02,1.02E-02,0.0209228,0.0240184,0.0165345,EJ
Australia_NZ,electricity,solar,electricity,CSP,0,3.60E-06,1.08E-05,1.44E-05,1.80E-05,EJ
Australia_NZ,electricity,solar,electricity,CSP_storage,0,0,0,0,0,EJ
Australia_NZ,electricity,solar,electricity,PV,0,2.81E-04,0.00140397,0.018201,0.100507,EJ
Australia_NZ,electricity,solar,electricity,PV_storage,0,0,0,0,0,EJ
Australia_NZ,electricity,wind,electricity,wind,0,0.00539637,0.0240799,0.04979,0.0978354,EJ
Australia_NZ,electricity,wind,electricity,wind_offshore,0,0,0,0,0,EJ
Australia_NZ,electricity,wind,electricity,wind_storage,0,0,0,0,0,EJ
China,electricity,biomass,electricity,biomass (IGCC),0,0,0,0,0,EJ
China,electricity,biomass,electricity,biomass (conv),2.07E-06,0.0187197,0.121907,0.229424,0.613254,EJ
China,electricity,coal,district heat,coal (conv pul),0.00E+00,2.04751,2.27592,3.06238,5.65944,EJ
China,electricity,coal,electricity,coal (IGCC),0.00E+00,0,0,0,0,EJ
China,electricity,coal,electricity,coal (conv pul),1.69116,7.2262,11.7486,14.8818,19.5535,EJ
China,electricity,gas,district heat,gas (steam/CT),0,0.0407711,0.251369,0.405244,0.778718,EJ
China,electricity,gas,electricity,gas (CC),6.91E-03,0.0341556,0,0.10683,0.194213,EJ
China,electricity,gas,electricity,gas (steam/CT),3.07E-03,0.0501543,0.332918,0.462704,0.852293,EJ
China,electricity,geothermal,electricity,geothermal,2.05E-04,4.21E-04,4.71E-04,4.69E-04,4.69E-04,EJ
China,electricity,hydro,electricity,hydro,4.57E-01,1.42954,2.56149,4.01262,4.68069,EJ
China,electricity,nuclear,electricity,Gen_III,0,0,0,0,0,EJ
China,electricity,nuclear,electricity,Gen_II_LWR,0.00E+00,0.191114,0.265968,0.614837,1.46708,EJ
China,electricity,refined liquids,electricity,refined liquids (CC),0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,EJ
China,electricity,refined liquids,electricity,refined liquids (steam/CT),1.83E-01,1.83E-01,5.41E-02,3.60E-02,0.0420832,EJ
China,electricity,solar,electricity,CSP,0,0,7.20E-06,1.04E-04,0.00721796,EJ
China,electricity,solar,electricity,CSP_storage,0,0,0,0,0,EJ
China,electricity,solar,electricity,PV,7.20E-06,3.02E-04,0.0025205,0.142217,1.17754,EJ
China,electricity,solar,electricity,PV_storage,0,0,0,0,0,EJ
China,electricity,wind,electricity,wind,7.20E-06,0.0073016,0.160646,0.668761,2.36196,EJ
China,electricity,wind,electricity,wind_offshore,0,0,0,0,0,EJ
China,electricity,wind,electricity,wind_storage,0,0,0,0,0,EJ
Russia,electricity,biomass,electricity,biomass (IGCC),0,0,0,0,0,EJ
Russia,electricity,biomass,electricity,biomass (conv),0,0,0,0,0,EJ
Russia,electricity,coal,district heat,coal (conv pul),0.769292,0.577195,0.598485,0.556029,0.467113,EJ
Russia,electricity,coal,electricity,coal (IGCC),0,0,0,0,0,EJ
Russia,electricity,coal,electricity,coal (conv pul),0.546131,0.551288,0.556389,0.525926,0.612245,EJ
Russia,electricity,gas,district heat,gas (steam/CT),3.00044,1.5397,1.55414,1.80475,2.05665,EJ
Russia,electricity,gas,electricity,gas (CC),0,0,0,0,0,EJ
Russia,electricity,gas,electricity,gas (steam/CT),1.69041,1.4949,1.73911,1.75753,1.72341,EJ
Russia,electricity,geothermal,electricity,geothermal,1.01E-04,0.00147597,0.00181791,0.00164508,0.00154799,EJ
Russia,electricity,hydro,electricity,hydro,5.97E-01,0.621637,0.599339,0.604775,0.772114,EJ
Russia,electricity,nuclear,electricity,Gen_III,0,0,0,0,0,EJ
Russia,electricity,nuclear,electricity,Gen_II_LWR,0.425915,0.537994,0.613464,0.703642,0.804135,EJ
Russia,electricity,refined liquids,district heat,refined liquids (steam/CT),0.754808,0.0629979,0.0171618,0.0116781,0.0129765,EJ
Russia,electricity,refined liquids,electricity,refined liquids (CC),0,0,0,0,0,EJ
Russia,electricity,refined liquids,electricity,refined liquids (steam/CT),0.463119,0.0644098,0.0257172,0.0255474,0.0207539,EJ
Russia,electricity,solar,electricity,CSP_storage,0,0,0,0,0,EJ
Russia,electricity,solar,electricity,PV,0.00E+00,0.00E+00,0.00E+00,1.21E-03,0.00800996,EJ
Russia,electricity,solar,electricity,PV_storage,0,0,0,0,0,EJ
Russia,electricity,wind,electricity,wind,0,2.52E-05,1.44E-05,5.33E-04,0.0119195,EJ
Russia,electricity,wind,electricity,wind_offshore,0,0,0,0,0,EJ
Russia,electricity,wind,electricity,wind_storage,0,0,0,0,0,EJ
Australia_NZ,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0.631838,0.919466,1.01071,1.01286,1.06178,EJ
China,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,2.1782,8.41273,1.42E+01,1.96E+01,28.8435,EJ
Russia,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,3.63595,3.18543,3.48053,3.58214,3.90286,EJ
Australia_NZ,food processing,food processing,food processing,food processing,2.22E+01,2.88E+01,31.1936,34.2416,35.4234,Pcal
China,food processing,food processing,food processing,food processing,982.981,1301.09,1445.1,1591.97,1719.29,Pcal
Russia,food processing,food processing,food processing,food processing,1.66E+02,148.931,163.785,169.236,171.891,Pcal
Australia_NZ,gas pipeline,gas pipeline,gas pipeline,gas pipeline,0.737537,1.02686,1.27844,1.44244,1.52895,EJ
China,gas pipeline,gas pipeline,gas pipeline,gas pipeline,0.540362,1.84588,4.72632,6.99921,12.957,EJ
Russia,gas pipeline,gas pipeline,gas pipeline,gas pipeline,14.434,13.0022,14.4287,13.9653,17.1527,EJ
Australia_NZ,gas processing,biomass gasification,gas processing,biomass gasification,0.0015907,0.00996267,0.0157393,0.0200926,0.0213488,EJ
Australia_NZ,gas processing,coal gasification,gas processing,coal gasification,0,0,0,0,0,EJ
Australia_NZ,gas processing,natural gas,gas processing,natural gas,0.745281,1.03586,1.27777,1.43566,1.52639,EJ
China,gas processing,biomass gasification,gas processing,biomass gasification,0,0.144374,0.295238,0.314323,0.30612,EJ
China,gas processing,coal gasification,gas processing,coal gasification,0.0779439,0.240267,0.191779,0.306623,0.996837,EJ
China,gas processing,natural gas,gas processing,natural gas,0.475395,1.4977,4.31076,6.46826,11.768,EJ
Russia,gas processing,biomass gasification,gas processing,biomass gasification,0,0,0,0,0,EJ
Russia,gas processing,coal gasification,gas processing,coal gasification,0,0,0,0,0,EJ
Russia,gas processing,natural gas,gas processing,natural gas,16.2215,14.6369,16.0225,15.3231,18.4307,EJ
Australia_NZ,industrial processes,Al_Mg,industrial processes,Al_Mg,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,HCFC_22_Prod,industrial processes,HCFC_22_Prod,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,adipic acid,industrial processes,adipic acid,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,foams,industrial processes,foams,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,nitric acid,industrial processes,nitric acid,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,other industrial processes,industrial processes,other industrial processes,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,semiconductors,industrial processes,semiconductors,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
Australia_NZ,industrial processes,solvents,industrial processes,solvents,3.23E-04,3.54E-04,3.91E-04,3.43E-04,4.13E-04,NA
China,industrial processes,Al_Mg,industrial processes,Al_Mg,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,HCFC_22_Prod,industrial processes,HCFC_22_Prod,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,adipic acid,industrial processes,adipic acid,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,foams,industrial processes,foams,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,nitric acid,industrial processes,nitric acid,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,other industrial processes,industrial processes,other industrial processes,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,semiconductors,industrial processes,semiconductors,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
China,industrial processes,solvents,industrial processes,solvents,4.96E-04,4.13E-04,3.60E-04,3.19E-04,3.39E-04,NA
Russia,industrial processes,Al_Mg,industrial processes,Al_Mg,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,HCFC_22_Prod,industrial processes,HCFC_22_Prod,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,adipic acid,industrial processes,adipic acid,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,foams,industrial processes,foams,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,nitric acid,industrial processes,nitric acid,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,other industrial processes,industrial processes,other industrial processes,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,semiconductors,industrial processes,semiconductors,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Russia,industrial processes,solvents,industrial processes,solvents,9.99E-04,7.03E-04,6.07E-04,5.48E-04,5.33E-04,NA
Australia_NZ,industrial wastewater treatment,electricity,industrial wastewater treatment,electricity,0.375075,0.928378,1.19097,1.26534,1.47175,km^3
China,industrial wastewater treatment,electricity,industrial wastewater treatment,electricity,6.19499,20.4649,27.6925,28.063,42.8788,km^3
Russia,industrial wastewater treatment,electricity,industrial wastewater treatment,electricity,9.87695,7.37765,7.8204,8.32172,9.33723,km^3
Australia_NZ,industrial water abstraction,electricity,industrial water abstraction,electricity,1.49382,2.70206,3.21462,3.05838,3.18556,km^3
China,industrial water abstraction,electricity,industrial water abstraction,electricity,33.3512,99.3928,122.826,113.749,155.898,km^3
Russia,industrial water abstraction,electricity,industrial water abstraction,electricity,25.8746,19.6352,20.0909,20.9652,22.9372,km^3
Australia_NZ,industrial water treatment,electricity,industrial water treatment,electricity,1.49382,2.70206,3.21462,3.05838,3.18556,km^3
China,industrial water treatment,electricity,industrial water treatment,electricity,33.3512,99.3928,122.826,113.749,155.898,km^3
Russia,industrial water treatment,electricity,industrial water treatment,electricity,25.8746,19.6352,20.0909,20.9652,22.9372,km^3
Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR,6.21251,6.98161,6.6877,4.3804,4.89252,Mt
Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,Mt
